Language Task Size Select_interval Select_size Actual_duration Model Metric Value Method
Javanese asr 15 15 330 343.29 wav2vec2-large-xlsr-53 wer 0.3904457325604637 al
Javanese asr 15 15 330 343.29 wav2vec2-large-xlsr-53 cer 0.12488645056416141 al
Javanese asr 15 15 345 358.28 wav2vec2-large-xlsr-53 wer 0.36182290625624625 al
Javanese asr 15 15 345 358.28 wav2vec2-large-xlsr-53 cer 0.11546184738955824 al
Javanese asr 15 15 360 373.2 wav2vec2-large-xlsr-53 wer 0.4710773535878473 al
Javanese asr 15 15 360 373.2 wav2vec2-large-xlsr-53 cer 0.13971959265633965 al
Javanese asr 15 15 375 388.15 wav2vec2-large-xlsr-53 wer 0.4494903058165101 al
Javanese asr 15 15 375 388.15 wav2vec2-large-xlsr-53 cer 0.13553619238860204 al
Javanese asr 15 15 390 403.1 wav2vec2-large-xlsr-53 wer 0.4365380771537078 al
Javanese asr 15 15 390 403.1 wav2vec2-large-xlsr-53 cer 0.13342058711034616 al
Javanese asr 15 15 405 418.06 wav2vec2-large-xlsr-53 wer 0.39960023985608634 al
Javanese asr 15 15 405 418.06 wav2vec2-large-xlsr-53 cer 0.12094807802639128 al
Javanese asr 15 15 420 432.98 wav2vec2-large-xlsr-53 wer 0.36046372176693986 al
Javanese asr 15 15 420 432.98 wav2vec2-large-xlsr-53 cer 0.11271275578504494 al
Javanese asr 15 15 435 447.94 wav2vec2-large-xlsr-53 wer 0.4164301419148511 al
Javanese asr 15 15 435 447.94 wav2vec2-large-xlsr-53 cer 0.12628490151080513 al
Javanese asr 15 15 450 462.88 wav2vec2-large-xlsr-53 wer 0.4080351788926644 al
Javanese asr 15 15 450 462.88 wav2vec2-large-xlsr-53 cer 0.12209552495697074 al
Javanese asr 15 15 465 477.78 wav2vec2-large-xlsr-53 wer 0.40119928043174097 al
Javanese asr 15 15 465 477.78 wav2vec2-large-xlsr-53 cer 0.12153973034997131 al
Javanese asr 15 15 480 492.77 wav2vec2-large-xlsr-53 wer 0.3211273236058365 al
Javanese asr 15 15 480 492.77 wav2vec2-large-xlsr-53 cer 0.09718636450564161 al
Javanese asr 15 15 495 507.74 wav2vec2-large-xlsr-53 wer 0.32348590845492703 al
Javanese asr 15 15 495 507.74 wav2vec2-large-xlsr-53 cer 0.09961273666092943 al
Javanese asr 15 15 510 522.72 wav2vec2-large-xlsr-53 wer 0.4035178892664401 al
Javanese asr 15 15 510 522.72 wav2vec2-large-xlsr-53 cer 0.12182659208261618 al
Javanese asr 15 15 525 537.7 wav2vec2-large-xlsr-53 wer 0.444773136118329 al
Javanese asr 15 15 525 537.7 wav2vec2-large-xlsr-53 cer 0.1239541499330656 al
Javanese asr 15 15 540 552.64 wav2vec2-large-xlsr-53 wer 0.43086148311013395 al
Javanese asr 15 15 540 552.64 wav2vec2-large-xlsr-53 cer 0.12201783323771276 al
Javanese asr 15 15 555 567.63 wav2vec2-large-xlsr-53 wer 0.4089546272236658 al
Javanese asr 15 15 555 567.63 wav2vec2-large-xlsr-53 cer 0.11639414802065405 al
Javanese asr 15 15 570 582.57 wav2vec2-large-xlsr-53 wer 0.38456925844493306 al
Javanese asr 15 15 570 582.57 wav2vec2-large-xlsr-53 cer 0.11018478676611207 al
Javanese asr 15 15 585 597.45 wav2vec2-large-xlsr-53 wer 0.3146911852888267 al
Javanese asr 15 15 585 597.45 wav2vec2-large-xlsr-53 cer 0.09277586536622681 al
Javanese asr 15 15 600 612.34 wav2vec2-large-xlsr-53 wer 0.31832900259844094 al
Javanese asr 15 15 600 612.34 wav2vec2-large-xlsr-53 cer 0.09250095620577549 al
Javanese asr 15 15 615 627.26 wav2vec2-large-xlsr-53 wer 0.2954227463521887 al
Javanese asr 15 15 615 627.26 wav2vec2-large-xlsr-53 cer 0.08520988716771849 al
Javanese asr 15 15 630 642.19 wav2vec2-large-xlsr-53 wer 0.3036578053168099 al
Javanese asr 15 15 630 642.19 wav2vec2-large-xlsr-53 cer 0.08898092369477911 al
Javanese asr 15 15 645 657.16 wav2vec2-large-xlsr-53 wer 0.36310213871676994 al
Javanese asr 15 15 645 657.16 wav2vec2-large-xlsr-53 cer 0.10085580416905718 al
Javanese asr 15 15 660 672.13 wav2vec2-large-xlsr-53 wer 0.30661603038177093 al
Javanese asr 15 15 660 672.13 wav2vec2-large-xlsr-53 cer 0.08694898642187798 al
Javanese asr 15 15 675 687.07 wav2vec2-large-xlsr-53 wer 0.3149310413751749 al
Javanese asr 15 15 675 687.07 wav2vec2-large-xlsr-53 cer 0.0912459361254542 al
Javanese asr 15 15 690 701.98 wav2vec2-large-xlsr-53 wer 0.3488706775934439 al
Javanese asr 15 15 690 701.98 wav2vec2-large-xlsr-53 cer 0.09569229298144961 al
Javanese asr 15 15 705 716.96 wav2vec2-large-xlsr-53 wer 0.3237257645412752 al
Javanese asr 15 15 705 716.96 wav2vec2-large-xlsr-53 cer 0.08679957926945879 al
Javanese asr 15 15 720 731.91 wav2vec2-large-xlsr-53 wer 0.3399160503697781 al
Javanese asr 15 15 720 731.91 wav2vec2-large-xlsr-53 cer 0.0887956588257793 al
Javanese asr 15 15 735 746.89 wav2vec2-large-xlsr-53 wer 0.298740755546672 al
Javanese asr 15 15 735 746.89 wav2vec2-large-xlsr-53 cer 0.08079341174220692 al
Javanese asr 15 15 750 761.84 wav2vec2-large-xlsr-53 wer 0.35090945432740356 al
Javanese asr 15 15 750 761.84 wav2vec2-large-xlsr-53 cer 0.09241131191432396 al
Javanese asr 15 15 765 776.81 wav2vec2-large-xlsr-53 wer 0.3043773735758545 al
Javanese asr 15 15 765 776.81 wav2vec2-large-xlsr-53 cer 0.083058424172882 al
Javanese asr 15 15 780 791.81 wav2vec2-large-xlsr-53 wer 0.28410953427943236 al
Javanese asr 15 15 780 791.81 wav2vec2-large-xlsr-53 cer 0.07424937846624594 al
Javanese asr 15 15 795 806.71 wav2vec2-large-xlsr-53 wer 0.25896462122726366 al
Javanese asr 15 15 795 806.71 wav2vec2-large-xlsr-53 cer 0.06821332950851024 al
Javanese asr 15 15 810 821.7 wav2vec2-large-xlsr-53 wer 0.278273036178293 al
Javanese asr 15 15 810 821.7 wav2vec2-large-xlsr-53 cer 0.07426133103843947 al
Javanese asr 15 15 825 836.67 wav2vec2-large-xlsr-53 wer 0.24169498301019388 al
Javanese asr 15 15 825 836.67 wav2vec2-large-xlsr-53 cer 0.06140633964429145 al
Javanese asr 15 15 840 851.67 wav2vec2-large-xlsr-53 wer 0.24721167299620228 al
Javanese asr 15 15 840 851.67 wav2vec2-large-xlsr-53 cer 0.06404188181296615 al
Javanese asr 15 15 855 866.67 wav2vec2-large-xlsr-53 wer 0.24657205676594043 al
Javanese asr 15 15 855 866.67 wav2vec2-large-xlsr-53 cer 0.06413152610441768 al
Javanese asr 15 15 870 881.59 wav2vec2-large-xlsr-53 wer 0.2524485308814711 al
Javanese asr 15 15 870 881.59 wav2vec2-large-xlsr-53 cer 0.06551204819277108 al
Javanese asr 15 15 885 896.53 wav2vec2-large-xlsr-53 wer 0.2566060363781731 al
Javanese asr 15 15 885 896.53 wav2vec2-large-xlsr-53 cer 0.06881095811818704 al
Javanese asr 15 15 900 911.46 wav2vec2-large-xlsr-53 wer 0.27375574655206875 al
Javanese asr 15 15 900 911.46 wav2vec2-large-xlsr-53 cer 0.06863166953528399 al
Javanese asr 15 15 915 926.45 wav2vec2-large-xlsr-53 wer 0.2582850289826104 al
Javanese asr 15 15 915 926.45 wav2vec2-large-xlsr-53 cer 0.06301993689041882 al
Javanese asr 15 15 930 941.44 wav2vec2-large-xlsr-53 wer 0.295782530481711 al
Javanese asr 15 15 930 941.44 wav2vec2-large-xlsr-53 cer 0.0717512908777969 al
Javanese asr 15 15 945 956.35 wav2vec2-large-xlsr-53 wer 0.22902258644813112 al
Javanese asr 15 15 945 956.35 wav2vec2-large-xlsr-53 cer 0.05742015681774718 al
Javanese asr 15 15 960 971.28 wav2vec2-large-xlsr-53 wer 0.26376174295422744 al
Javanese asr 15 15 960 971.28 wav2vec2-large-xlsr-53 cer 0.06612760566073819 al
Javanese asr 15 15 975 986.24 wav2vec2-large-xlsr-53 wer 0.3252848291025385 al
Javanese asr 15 15 975 986.24 wav2vec2-large-xlsr-53 cer 0.07922164849875693 al
Sinhala asr 15 15 0 14.94 wav2vec2-large-xlsr-53 wer 0.9995451099317665 al
Sinhala asr 15 15 0 14.94 wav2vec2-large-xlsr-53 cer 0.9745973195622771 al
Sinhala asr 15 15 15 29.9 wav2vec2-large-xlsr-53 wer 0.999090219863533 al
Sinhala asr 15 15 15 29.9 wav2vec2-large-xlsr-53 cer 0.9669740563137833 al
Sinhala asr 15 15 30 44.9 wav2vec2-large-xlsr-53 wer 0.9980288097043215 al
Sinhala asr 15 15 30 44.9 wav2vec2-large-xlsr-53 cer 0.9603098487642936 al
Sinhala asr 15 15 45 59.87 wav2vec2-large-xlsr-53 wer 0.9965125094768764 al
Sinhala asr 15 15 45 59.87 wav2vec2-large-xlsr-53 cer 0.9032829214312061 al
Mixtec asr 15 15 0 14.91 wav2vec2-large-xlsr-53 wer 0.9806145608702789 al
Mixtec asr 15 15 0 14.91 wav2vec2-large-xlsr-53 cer 0.926849370142053 al
Uyghur asr 15 15 0 15.0 wav2vec2-large-xlsr-53 wer 0.9999206475162673 al
Uyghur asr 15 15 0 15.0 wav2vec2-large-xlsr-53 cer 0.9693473641088666 al
Uyghur asr 15 15 15 29.97 wav2vec2-large-xlsr-53 wer 0.9997222663069354 al
Uyghur asr 15 15 15 29.97 wav2vec2-large-xlsr-53 cer 0.9694958650177945 al
Uyghur asr 15 15 30 44.83 wav2vec2-large-xlsr-53 wer 0.9994445326138708 al
Uyghur asr 15 15 30 44.83 wav2vec2-large-xlsr-53 cer 0.9767314437872853 al
Uyghur asr 15 15 45 59.8 wav2vec2-large-xlsr-53 wer 0.999682590065069 al
Uyghur asr 15 15 45 59.8 wav2vec2-large-xlsr-53 cer 0.9843613180735847 al
Uyghur asr 15 15 60 74.69 wav2vec2-large-xlsr-53 wer 0.9988890652277417 al
Uyghur asr 15 15 60 74.69 wav2vec2-large-xlsr-53 cer 0.9830504134982205 al
Uyghur asr 15 15 75 89.57 wav2vec2-large-xlsr-53 wer 0.9399698460561816 al
Uyghur asr 15 15 75 89.57 wav2vec2-large-xlsr-53 cer 0.5473231430985482 al
Uyghur asr 15 15 90 104.43 wav2vec2-large-xlsr-53 wer 0.9763529598476433 al
Uyghur asr 15 15 90 104.43 wav2vec2-large-xlsr-53 cer 0.640602196789308 al
Uyghur asr 15 15 105 119.36 wav2vec2-large-xlsr-53 wer 0.5347167116330741 al
Uyghur asr 15 15 105 119.36 wav2vec2-large-xlsr-53 cer 0.118754640653404 al
Uyghur asr 15 15 120 133.99 wav2vec2-large-xlsr-53 wer 0.5713775591176004 al
Uyghur asr 15 15 120 133.99 wav2vec2-large-xlsr-53 cer 0.12907289346339965 al
Uyghur asr 15 15 135 148.84 wav2vec2-large-xlsr-53 wer 0.5776464053324869 al
Uyghur asr 15 15 135 148.84 wav2vec2-large-xlsr-53 cer 0.1353150523593722 al
Uyghur asr 15 15 150 163.54 wav2vec2-large-xlsr-53 wer 0.5015870496746548 al
Uyghur asr 15 15 150 163.54 wav2vec2-large-xlsr-53 cer 0.10669534270425275 al
Uyghur asr 15 15 165 178.47 wav2vec2-large-xlsr-53 wer 0.5275749880971274 al
Uyghur asr 15 15 165 178.47 wav2vec2-large-xlsr-53 cer 0.11751542617200501 al
Uyghur asr 15 15 180 193.26 wav2vec2-large-xlsr-53 wer 0.44362006030788764 al
Uyghur asr 15 15 180 193.26 wav2vec2-large-xlsr-53 cer 0.09618250249635149 al
Uyghur asr 15 15 195 208.14 wav2vec2-large-xlsr-53 wer 0.5678066973496271 al
Uyghur asr 15 15 195 208.14 wav2vec2-large-xlsr-53 cer 0.13068079985661982 al
Uyghur asr 15 15 210 223.0 wav2vec2-large-xlsr-53 wer 0.47139342961434694 al
Uyghur asr 15 15 210 223.0 wav2vec2-large-xlsr-53 cer 0.10032004506234478 al
Uyghur asr 15 15 225 237.72 wav2vec2-large-xlsr-53 wer 0.4866291064910332 al
Uyghur asr 15 15 225 237.72 wav2vec2-large-xlsr-53 cer 0.10705891389507642 al
Uyghur asr 15 15 240 252.7 wav2vec2-large-xlsr-53 wer 0.36307728931915567 al
Uyghur asr 15 15 240 252.7 wav2vec2-large-xlsr-53 cer 0.07388688327316487 al
Uyghur asr 15 15 255 267.68 wav2vec2-large-xlsr-53 wer 0.38577209966671955 al
Uyghur asr 15 15 255 267.68 wav2vec2-large-xlsr-53 cer 0.07881301687277568 al
Uyghur asr 15 15 270 282.63 wav2vec2-large-xlsr-53 wer 0.4002142517060784 al
Uyghur asr 15 15 270 282.63 wav2vec2-large-xlsr-53 cer 0.0823053485930819 al
Uyghur asr 15 15 285 297.63 wav2vec2-large-xlsr-53 wer 0.5004364386605301 al
Uyghur asr 15 15 285 297.63 wav2vec2-large-xlsr-53 cer 0.1097575338607676 al
Uyghur asr 15 15 300 312.59 wav2vec2-large-xlsr-53 wer 0.4234645294397715 al
Uyghur asr 15 15 300 312.59 wav2vec2-large-xlsr-53 cer 0.08959213457254782 al
Uyghur asr 15 15 315 327.4 wav2vec2-large-xlsr-53 wer 0.2992382161561657 al
Uyghur asr 15 15 315 327.4 wav2vec2-large-xlsr-53 cer 0.05822259774176204 al
Uyghur asr 15 15 330 342.2 wav2vec2-large-xlsr-53 wer 0.39636565624504044 al
Uyghur asr 15 15 330 342.2 wav2vec2-large-xlsr-53 cer 0.08118903141562332 al
Uyghur asr 15 15 345 357.08 wav2vec2-large-xlsr-53 wer 0.38517695603872404 al
Uyghur asr 15 15 345 357.08 wav2vec2-large-xlsr-53 cer 0.07832142765701411 al
Uyghur asr 15 15 360 372.05 wav2vec2-large-xlsr-53 wer 0.2812648785906999 al
Uyghur asr 15 15 360 372.05 wav2vec2-large-xlsr-53 cer 0.05507335432828942 al
Uyghur asr 15 15 375 386.89 wav2vec2-large-xlsr-53 wer 0.3738295508649421 al
Uyghur asr 15 15 375 386.89 wav2vec2-large-xlsr-53 cer 0.07552039327137261 al
Uyghur asr 15 15 390 401.85 wav2vec2-large-xlsr-53 wer 0.3350261863196318 al
Uyghur asr 15 15 390 401.85 wav2vec2-large-xlsr-53 cer 0.0661801981719026 al
Uyghur asr 15 15 405 416.75 wav2vec2-large-xlsr-53 wer 0.4429455641961593 al
Uyghur asr 15 15 405 416.75 wav2vec2-large-xlsr-53 cer 0.09362726271859077 al
Uyghur asr 15 15 420 431.68 wav2vec2-large-xlsr-53 wer 0.4669100142834471 al
Uyghur asr 15 15 420 431.68 wav2vec2-large-xlsr-53 cer 0.09898353688199299 al
Uyghur asr 15 15 480 491.41 wav2vec2-large-xlsr-53 wer 0.2633708935089668 al
Uyghur asr 15 15 480 491.41 wav2vec2-large-xlsr-53 cer 0.05138643521007758 al
Uyghur asr 15 15 495 506.27 wav2vec2-large-xlsr-53 wer 0.3458578003491509 al
Uyghur asr 15 15 495 506.27 wav2vec2-large-xlsr-53 cer 0.06970325421819393 al
Uyghur asr 15 15 510 521.03 wav2vec2-large-xlsr-53 wer 0.29554832566259326 al
Uyghur asr 15 15 510 521.03 wav2vec2-large-xlsr-53 cer 0.05865785902655094 al
Uyghur asr 15 15 525 535.9 wav2vec2-large-xlsr-53 wer 0.26483891445802255 al
Uyghur asr 15 15 525 535.9 wav2vec2-large-xlsr-53 cer 0.05238497580459329 al
Uyghur asr 15 15 540 550.85 wav2vec2-large-xlsr-53 wer 0.3779162037771782 al
Uyghur asr 15 15 540 550.85 wav2vec2-large-xlsr-53 cer 0.07801418439716312 al
Uyghur asr 15 15 555 565.8 wav2vec2-large-xlsr-53 wer 0.2553959688938264 al
Uyghur asr 15 15 555 565.8 wav2vec2-large-xlsr-53 cer 0.04971708016488722 al
Uyghur asr 15 15 570 580.79 wav2vec2-large-xlsr-53 wer 0.17830503094746866 al
Uyghur asr 15 15 570 580.79 wav2vec2-large-xlsr-53 cer 0.03505645594899762 al
Uyghur asr 15 15 585 595.73 wav2vec2-large-xlsr-53 wer 0.19588160609427074 al
Uyghur asr 15 15 585 595.73 wav2vec2-large-xlsr-53 cer 0.037965025475586965 al
Uyghur asr 15 15 600 610.62 wav2vec2-large-xlsr-53 wer 0.23047928900174575 al
Uyghur asr 15 15 600 610.62 wav2vec2-large-xlsr-53 cer 0.045395191642983335 al
Uyghur asr 15 15 615 625.6 wav2vec2-large-xlsr-53 wer 0.2426202190128551 al
Uyghur asr 15 15 615 625.6 wav2vec2-large-xlsr-53 cer 0.047566377345930305 al
Uyghur asr 15 15 630 640.57 wav2vec2-large-xlsr-53 wer 0.179733375654658 al
Uyghur asr 15 15 630 640.57 wav2vec2-large-xlsr-53 cer 0.03519471541593056 al
Uyghur asr 15 15 645 655.42 wav2vec2-large-xlsr-53 wer 0.2903904142199651 al
Uyghur asr 15 15 645 655.42 wav2vec2-large-xlsr-53 cer 0.05839158153468008 al
Uyghur asr 15 15 660 670.39 wav2vec2-large-xlsr-53 wer 0.16231550547532136 al
Uyghur asr 15 15 660 670.39 wav2vec2-large-xlsr-53 cer 0.03163581432265663 al
Uyghur asr 15 15 675 685.37 wav2vec2-large-xlsr-53 wer 0.23777971750515792 al
Uyghur asr 15 15 675 685.37 wav2vec2-large-xlsr-53 cer 0.04678290703331029 al
Uyghur asr 15 15 690 700.19 wav2vec2-large-xlsr-53 wer 0.1503729566735439 al
Uyghur asr 15 15 690 700.19 wav2vec2-large-xlsr-53 cer 0.029705302506592927 al
Uyghur asr 15 15 705 715.11 wav2vec2-large-xlsr-53 wer 0.15874464370734803 al
Uyghur asr 15 15 705 715.11 wav2vec2-large-xlsr-53 cer 0.03132857106280564 al
Uyghur asr 15 15 720 730.03 wav2vec2-large-xlsr-53 wer 0.14787335343596256 al
Uyghur asr 15 15 720 730.03 wav2vec2-large-xlsr-53 cer 0.029679698901605347 al
Uyghur asr 15 15 735 744.96 wav2vec2-large-xlsr-53 wer 0.24452467862244087 al
Uyghur asr 15 15 735 744.96 wav2vec2-large-xlsr-53 cer 0.04784801700079371 al
Uyghur asr 15 15 750 759.84 wav2vec2-large-xlsr-53 wer 0.22976511664815108 al
Uyghur asr 15 15 750 759.84 wav2vec2-large-xlsr-53 cer 0.04603016104667537 al
Uyghur asr 15 15 765 774.74 wav2vec2-large-xlsr-53 wer 0.3122520234883352 al
Uyghur asr 15 15 765 774.74 wav2vec2-large-xlsr-53 cer 0.06307704124740764 al
Uyghur asr 15 15 780 789.69 wav2vec2-large-xlsr-53 wer 0.17092524996032377 al
Uyghur asr 15 15 780 789.69 wav2vec2-large-xlsr-53 cer 0.033981104539519164 al
Uyghur asr 15 15 795 804.64 wav2vec2-large-xlsr-53 wer 0.24849230280907791 al
Uyghur asr 15 15 795 804.64 wav2vec2-large-xlsr-53 cer 0.049916788283790356 al
Uyghur asr 15 15 810 819.58 wav2vec2-large-xlsr-53 wer 0.12501983812093317 al
Uyghur asr 15 15 810 819.58 wav2vec2-large-xlsr-53 cer 0.025183705865785902 al
Uyghur asr 15 15 825 834.4 wav2vec2-large-xlsr-53 wer 0.2171480717346453 al
Uyghur asr 15 15 825 834.4 wav2vec2-large-xlsr-53 cer 0.042824589702230076 al
Uyghur asr 15 15 840 849.35 wav2vec2-large-xlsr-53 wer 0.20167433740676083 al
Uyghur asr 15 15 840 849.35 wav2vec2-large-xlsr-53 cer 0.0399365030596308 al
Uyghur asr 15 15 855 864.26 wav2vec2-large-xlsr-53 wer 0.22432947151245833 al
Uyghur asr 15 15 855 864.26 wav2vec2-large-xlsr-53 cer 0.0450418618941547 al
Uyghur asr 15 15 870 879.23 wav2vec2-large-xlsr-53 wer 0.17818600222186953 al
Uyghur asr 15 15 870 879.23 wav2vec2-large-xlsr-53 cer 0.03665412090022275 al
Uyghur asr 15 15 885 894.05 wav2vec2-large-xlsr-53 wer 0.25 al
Uyghur asr 15 15 885 894.05 wav2vec2-large-xlsr-53 cer 0.05203676677676217 al
Uyghur asr 15 15 900 908.96 wav2vec2-large-xlsr-53 wer 0.15362640850658627 al
Uyghur asr 15 15 900 908.96 wav2vec2-large-xlsr-53 cer 0.032342473820313904 al
Uyghur asr 15 15 915 923.9 wav2vec2-large-xlsr-53 wer 0.17846373591493414 al
Uyghur asr 15 15 915 923.9 wav2vec2-large-xlsr-53 cer 0.03827226873543795 al
Uyghur asr 15 15 930 938.75 wav2vec2-large-xlsr-53 wer 0.16060942707506745 al
Uyghur asr 15 15 930 938.75 wav2vec2-large-xlsr-53 cer 0.034672401874183884 al
Uyghur asr 15 15 945 953.66 wav2vec2-large-xlsr-53 wer 0.12744008887478178 al
Uyghur asr 15 15 945 953.66 wav2vec2-large-xlsr-53 cer 0.02808715467137773 al
Uyghur asr 15 15 960 968.57 wav2vec2-large-xlsr-53 wer 0.14664338993810505 al
Uyghur asr 15 15 960 968.57 wav2vec2-large-xlsr-53 cer 0.032813580152085416 al
Uyghur asr 15 15 975 983.55 wav2vec2-large-xlsr-53 wer 0.17251229963497858 al
Uyghur asr 15 15 975 983.55 wav2vec2-large-xlsr-53 cer 0.04037176434441969 al
Uyghur asr 15 15 990 998.46 wav2vec2-large-xlsr-53 wer 0.11827487700365022 al
Uyghur asr 15 15 990 998.46 wav2vec2-large-xlsr-53 cer 0.029049850218910822 al
Uyghur asr 15 15 1005 1013.45 wav2vec2-large-xlsr-53 wer 0.10292017140136486 al
Uyghur asr 15 15 1005 1013.45 wav2vec2-large-xlsr-53 cer 0.02476892746498707 al
Uyghur asr 15 15 1020 1028.4 wav2vec2-large-xlsr-53 wer 0.1392239327090938 al
Uyghur asr 15 15 1020 1028.4 wav2vec2-large-xlsr-53 cer 0.034170571216427276 al
